ID,URL,Desc_short,Status,Description
0000197,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000197,East Point - Main Street Streetscape,UNKNOWN,
0000265,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000265,Ca - CR 1330/Hardscrabble RD From King RD To,COMPLETED-CONSTRUCTION,"The City of Roswell is sponsoring this federally funded project for the construction of this portion of the Roswell Green Loop Path. This Phase 1 portion proposes the addition of a multi-use path between King Road and Etris Road. Sidewalks, pedestrian crossing, bike lanes, and some intersection improvements will be studied, in addition to the multi-use path. "
0000293,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000293,SR 206 From SR 32 In Douglas To CR 143/Moseley Road,PRE-CONSTRUCTION,
0000297,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000297,US 19/SR 3 - Widening & Reconstr,COMPLETED-CONSTRUCTION,"This project proposes to widen the 4-lanes of US 19 to make them 12'. It also proposes to add a raised median. The project begins at the intersection of US 19 and County Road and ends at the intersection of US 19 and Atwater Road approximately 2 miles north of Thomaston. Also, as part of this project, Delray road will be realigned to intersect with US 19 and Jimmerson Road. A signal will be added at this location."
0000304,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000304,SR 66 - Bridge Replacement,COMPLETED-CONSTRUCTION,This project consists of replacing a structurally deficient and obsolete two lane bridge. The proposed structure is 44' wide and 120' long. The centerline of the proposed roadway will be relocated to the east of the existing roadway utilizing the existing roadway during construction. The existing bridge will be removed after traffic is shifted to the new roadway. The existing roadway on the northwest side of the old bridge will be converted into recreational parking as per an agreement with GA DNR.
0000305,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000305,SR 66 - Bridge Replacement,COMPLETED-CONSTRUCTION,"The project will replace an existing structurally deficient two lane bridge on SR 66 at Crooked Creek, approximately 3.2 miles northwest of Young Harris, Georgia. The project begins approximately 1,383' south of Crooked Creek crossing and ends approximately 1,017' north of Crooked Creek crossing. The construction proposes replacing the existing 120' long by 27.5' wide bridge with a 180' long by 40' wide concrete bridge. The proposed bridge will be constructed approximately 30 feet west of the existing bridge site. Traffic will be maintained during construction of the new bridge and approaches utilizing stage construction. The project total length is 0.45 miles and is located in Land Lots 30 and 43 in Land District 17."
0000309,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000309,SR 48 Eb From Mp .75 - 1.55/ Wb From Mp 3.00 - 4.10,PRE-CONSTRUCTION,
0000315,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000315,SR 52 - Construction Of Roundabout,COMPLETED-CONSTRUCTION,SR 52 Relocation at the SR 183 Extension intersection safety improvement project was recommended by GDOT District One and was initially proposed due to poor sight distance and poor horizontal alignment at the existing intersection. 
0000316,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000316,SR 52 Horizontal Correction @ Mp 6.4 To 6.6,PRE-CONSTRUCTION,
0000397,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000397,SR 3/US 41 @ CR 1097 & CR 397 - Relocate Intersection,PRE-CONSTRUCTION,This project is to relocate the intersection of Old S.R. 293 and to add left and right turn lanes at the intersection with County Road 397.This is an Intersection Improvement Project.
0000402,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000402,SR 15 Alt Eb & Wb Passing Lanes Bt Commerce & Jefferson,PRE-CONSTRUCTION,
0000405,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000405,SR 7/US 341 From SR 96/Peach To 4-Ln/Houston & Part New Loc,PRE-CONSTRUCTION,
0000406,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000406,SR 101 From SR 6/US 278/Polk To CR 57/Pleasant Hope Ch./Floyd,PRE-CONSTRUCTION,
0000411,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000411,SR 83 Conn - Construction Of Alt Conn,UNDER-CONSTRUCTION,"This project is to construct a new location, 4.7-mile connector that would provide a bypass around the historic downtown City of Monroe. The connector would tie into the existing intersection of James Huff Road and SR 10/US 78. The proposed typical section along the SR 83 Connector would consist of two 12-foot lanes (one travel lane in each direction) with 10-foot outside shoulders (6.5 feet paved). At intersection locations, single 12-foot right and left-turn lanes would be provided. The existing segment of SR 83 would remain as a two-lane roadway for approximately 0.73 miles from SR 83 at SR 83 Connector and would remain as a four-lane roadway with 12-foot travel lanes with a combination of a raised and depressed median for approximately 0.48 miles leading to SR 83 at SR 10/US 78."
0000414,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000414,SR 138 From Miller Bottom RD To SR 10/US 78,PRE-CONSTRUCTION,
0000415,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000415,SR 10/US 78 From Gwinnett County Line To SR 10Bu In Monroe,PRE-CONSTRUCTION,
0000416,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000416,SR 20 From Sharon Church RD/Walton To Pleasant Hill RD/Rockdle,PRE-CONSTRUCTION,
0000419,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000419,Vine Street From SR 11 To SR 10/US 78; Inc New Loc,PRE-CONSTRUCTION,
0000420,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000420,CR 455/Jersey-Monroe RD From Youth Jersey RD To SR 11,PRE-CONSTRUCTION,
0000425,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000425,I-985/SR 13 - Interchange Construction,COMPLETED-CONSTRUCTION,"This project  will provide a new diamond interchange on 1-985 near Martin  Road  between  Exit No.  12 (Spout Springs Road/City of Flowery  Branch) and  Exit No. 16 (S. R. 53/City  of Oakwood).  A four lane roadway  section divided with a 24-32 ft. variable width raised median on a new  location  will  connect H. F.  Reed Industrial Parkway  at Thurmon Tanner  Parkway on the west side of 1-985 and Martin  Road at SR 13 (Falcon Parkway) on the east side of 1-985. The four lane road section will also include 4 ft. bike lanes on each side, 12 ft. urban shoulders, curb and gutter and 5 ft. sidewalk.  "
0000473,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000473,SR 133 - Construction Of A Bridge,UNDER-CONSTRUCTION,Project PI Number 0000473 widens the existing SR 133 to a four lane median divided roadway with turning lanes at intersections from North of CR 459/ County Line Road to North of CR 540/Holly Drive for a distance of 8.11 miles.
0000475,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000475,SR 133 - Widening & Reconst,COMPLETED-CONSTRUCTION,Project PI Number 0000475 widens the existing SR 133 to a four lane median divided roadway with turning lanes at intersections from North of SR 112 to North of CR 459/County Line Road for a distance of 3.47 miles.
0000477,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000477,SR 47 From Pollards Corner/Columbia To Lincolnton/Lincoln,PRE-CONSTRUCTION,
0000519,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000519,SR 133 -  Widening,UNDER-CONSTRUCTION,Project PI Number 0000519 widens the existing SR 133 to a four lane median divided roadway with turning lanes at intersections from North of the Colquitt County line to North of SR 112 for a distance of 6.49 miles
0000520,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000520,SR 133 - Bridge Rehab,COMPLETED-CONSTRUCTION,Project PI Number 0000520 widens the existing SR 133 to a four lane median divided roadway with turning lanes at intersections from South of SR 35/US 319 to North of the Colquitt County line for a distance of 13.87 miles.
0000534,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000534,SR 293 @ SR 3,PRE-CONSTRUCTION,
0000544,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000544,SR 133 - Widening & Rcns,COMPLETED-CONSTRUCTION,"This project is the widening and reconstruction  of S.R. 133 from C.R. 10/Pauline Church Road (Brooks County Mile Post 7.29), where it ties to Project STP00-0000-00(543),  to Old Quitman Adel Road/ C.R. 1 (Brooks County Mile Post 12.72) The total project length is 5.43 miles. STP00-0000-00(544) in Brooks County is proposed to improve 5.43 miles of  where it ties to Project STP00-0000-00(545). Improvements consist of widening the existing two-lane S.R. 133 to a four-lane roadway with turn lanes as needed. The roadway median type of the typical section was revised a 14¿ flush two-way center turn lane with 12¿ outside urban shoulders, and the 32¿ depressed median.State Route 133 is a major north-south corridor and is part of the Governor's Road Improvement Program (GRIP)."
0000562,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000562,CR 650/Bill Gardner Pkwy From SR 155 To I-75 - Phase I,PRE-CONSTRUCTION,
0000566,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000566,Sardis Church RD - Widening & Rcns,COMPLETED-CONSTRUCTION,"The project begins approximately 1100' east of Skipper Road where it ties into the I-75/Sardis Church Rd Interchange Project, NH-75-1(246).  The project will construct a 4-lane, divided east-west connector between Skipper Rd and SR 247/US 129 (20-ft raised, concrete median, 4-ft bike lanes, curb and gutter and 5-ft sidewalks on both sides of the roadway).  The project widens existing Sardis Church Rd from 1100' east of Skipper Rd east approx. 0.85 miles, turns south on new location for 3.8 miles, and connects to existing Avondale Mill Rd at the southwest corner of the airport.  Avondale Mill Rd will be widened to match the typical section referenced above for the remaining 1.7 miles of the project  A trumpet interchange will be constructed at the existing intersection of Avondale Mill Rd with SR 247/US 129 to accommodate the projected heavy northbound SR 247/US 129 to westbound Avondale Mill Rd afternoon traffic.  The total length of the project is 6.3 miles.  SPLOST Project MCN-L25."
0000716,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000716,Hartsfield Airport: Reloc SR 139/Riverdale & SR 314/W. Fayet,UNDER-CONSTRUCTION,
0000762,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000762,I-75/SR 401 - Interchange Improvements,COMPLETED-CONSTRUCTION,"The I-75/SR7 (Shiloh Road/North Valdosta Road) interchange reconstruction begins on Shiloh Road just east of the Frank¿s Creek bridge.  With proposed improvements, the existing two-lane Shiloh Road would transition to and become a four-lane divided roadway with a 20-foot raised concrete median and rural 6 1/2-foot outside paved shoulders.  The existing I-75 southbound on and off-ramps constructed under Project NH 75-1(203), P.I. No. 410500 would be tied to the proposed SR7 improvements.  The project would include a new bridge over I-75 and reconstruct the I-75 northbound on and off-ramps as a conventional diamond interchange. The I-75/SR7 interchange reconstruction on SR7 (N. Valdosta Road) ends just west of the existing signalized intersection at Coleman Road (CR553). The project would tie to the existing four-lane divided rural roadway with a forty-foot depressed grass median.   

"
0000807,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000807,Sapelo Island-Beach RD @ Dean Creek(Bt Reynolds Man.& Beach),PRE-CONSTRUCTION,This project is a bridge replacement on Sapelo Island Beach Road over Dean Creek in McIntosh County.  It is 0.04 miles long and replaces three existing 48 inch pipes with headwalls on a one-lane paved road with a new 140' x 18' bridge.  The existing pipes have failed and the road is currently closed.
0000821,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000821,SR 40 From SR 40 Conn To 0.36 MI E Of CR 82/May Bluff RD - TIA,PRE-CONSTRUCTION,"State Route (SR 40) is a major east-west corridor in southeast Georgia, connecting Folkston on the west with Kingsland, Interstate 95, and St. Mary¿s on the east.  At mile post (MP) 0.63 near the SR 40 Connector intersection with SR 40 the project would widen SR 40 from a two-lane to a five-lane rural section and then transition to a four-lane divided highway with a 24-foot raised median at mile post 1.51.  The four-lane section would extend eastward to Mile Post 2.54 (northeast of CR 82) in Charlton County for a total project length of 1.91 miles.  One Box Bridge Culvert identified as bridge # 049-0027-0 will be lengthened."
0000932,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0000932,I-75 Upgrades @ SR 61,PRE-CONSTRUCTION,
0001040,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001040,SR 44 From Gray Bypass To CR 104/Mathis Road,PRE-CONSTRUCTION,
0001042,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001042,SR 32 Reloc/NE Ocilla Bypass Between SR 32 And SR 11,PRE-CONSTRUCTION,
0001043,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001043,SR 32 Reloc/NW Ocilla Bypass Between SR 35 And SR 11,PRE-CONSTRUCTION,
0001044,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001044,SR 35 From SR 520/Tift To SR 32/Irwin,PRE-CONSTRUCTION,
0001047,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001047,SR 98 Passing Lanes @ 2 Locations Between SR 8 And SR 172,PRE-CONSTRUCTION,
0001096,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001096,Mcdonough Pkwy Ext From Jonesboro RD To SR 42/US 23 Ph 1-GRTA,UNDER-CONSTRUCTION,"This project comprises the McDonough Parkway extension from the intersection of the existing McDonough Parkway with Jonesboro Road continuing northeasterly on new location to U.S. 23/S.R. 42. The length of the proposed extension is 1.2 miles. This project will complete a connection of S.R. 20/81 west of McDonough to S.R. 42 north of McDonough with traffic on S.R.20/81 or Jonesboro Road.  This project, in conjunction with the existing McDonough Parkway, will provide a west bypass of McDonough.

McDonough Parkway Extension will taper from the current 3 lanes at the existing McDonough Parkway to 2 lanes and maintain 2 lanes for approximately 4000 feet. Just prior to intersecting Ivey Edwards Lane, it tapers back to 3 lanes. From its intersection with Ivey Edwards Lane to the end of the project at U.S.23 /S.R. 42, it will become a four lane divided roadway with a 20 foot wide raised median. A bridge will be constructed over Norfolk Southern Railroad. The speed design will be 35 mph."
0001322,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001322,Passenger Rail Macon To Albany - Phase 1,PRE-CONSTRUCTION,
0001323,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001323,Passenger Rail Macon To Albany - Phase 2,PRE-CONSTRUCTION,
0001324,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001324,Passenger Rail Macon To Albany - Phase 3,PRE-CONSTRUCTION,
0001325,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001325,Passenger Rail Macon To Savannah - Phase 1,PRE-CONSTRUCTION,
0001327,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001327,Passenger Rail Macon To Savannah - Phase 2,PRE-CONSTRUCTION,
0001328,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001328,Passenger Rail Macon To Savannah - Phase 3,PRE-CONSTRUCTION,
0001333,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001333,Commuter Rail Atlanta To Bremen - Phase 1,PRE-CONSTRUCTION,
0001334,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001334,Commuter Rail Atlanta To Senoia - Phase 1,PRE-CONSTRUCTION,
0001339,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001339,SR 7/US 341 Passing Lanes @ 5 Locations Crawford& Lamar Co.,PRE-CONSTRUCTION,
0001572,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001572,US 19/SR 300 - Median Improvements,COMPLETED-CONSTRUCTION,"This project consists of median opening improvements on SR 300/US 19 from Dougherty County to Warwick.  At the various locations located on this corridor the existing median cross over will be reconstructed to provide Type ""B"" Median Cross Overs-Offset left turn lanes for S.R. 300.  The existing Type ""A"" Median Cross Overs-Adjacent left turn lanes will be reconstructed as Type ""B"" Median Cross Overs.  Right turn lanes will also be constructed and/or extended to meet speed design deceleration distances at various locations.  Right turn lanes will only be constructed if they can be done within the existing R/W."
0001757,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001757,SR 400 - Phase 1 Db,COMPLETED-CONSTRUCTION,"Major Mobility Investment Program (MMIP); Design-Build-Finance delivery of SR 400, one of the most congested facilities in metro Atlanta. The addition of Express Lanes (EL) to this corridor will provide reliable trip times from I-285 to McFarland Road. The proposed Express Lanes will be constructed to directly connect to the the future I-285 Top End Express Lanes. This mobility enhancing project would consist of: · Two Express Lanes in each direction along SR 400 between the North Springs MARTA station and McGinnis Ferry Road. · One Express Lane in each direction from McGinnis Ferry Road to just north of McFarland Road. Intermediate access points to the ELs would be provided throughout the corridor. "
0001809,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001809,SR 257 From S Of I-16 To N Of Dexter,PRE-CONSTRUCTION,
0001810,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001810,US 23/SR 19 - Bridge Replacement,COMPLETED-CONSTRUCTION,"This project consists of adding a grade separation on SR 19/US 23 across Norfolk-Southern Railroad.  The approximately 40' x 165' overpass and its approaches will consists of two travel lanes.  A right turn lane will be provided where warranted.  The project will be approximately 0.4 mile in length, and is located just inside of the southern boundary of the City of Hazlehurst."
0001812,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001812,SR 219 - Construction Of Passing Lanes,COMPLETED-CONSTRUCTION,Construct passing lanes in three (3) locations along SR 219 from Luther Land Bridge to Happy Hollow Road. 
0001815,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001815,CR 494/Rock Bridge Road Grade Separation @ CSX Rr,PRE-CONSTRUCTION,
0001816,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001816,CR 326/6Th  Street Grade Separation @ CSX Rr,PRE-CONSTRUCTION,
0001817,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001817,Cw Grant Pkwy (CR 1516) - Widening & Reconstruction,COMPLETED-CONSTRUCTION,This project proposes to relocate Conley Road south on new location to align with CW Grant Pkwy.  CW Grant Pkwy/Conley Road will then be grade separated under Norfolk Southern Railroad and Old Dixie Highway.  CW Grant Pkwy/Conley Road is proposed to be constructed/widened to a four (4) lane roadway (two lanes in each direction) separated by a 20 ft wide raised median from existing CW Grant Pkwy to I-285 for 1.13 miles.  The relocation of Conley Road realigns with existing Conley Road at Ellery Drive.  This project also proposes to relocate SR 3/Old Dixie Road to the east approximately 600 feet and provide a new connection from existing CW Grant Pkwy to Old Dixie Highway.
0001820,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001820,SR 117 Realignment In Rhine,PRE-CONSTRUCTION,
0001821,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001821,Mcever Road From SR 347 To CS 537/Gainesville Street,PRE-CONSTRUCTION,
0001822,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001822,SR 13/Atlanta Hwy From CR 528/Radford RD To S Of SR 53,PRE-CONSTRUCTION,
0001823,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001823,SR 72 Realign Bet CR 76/ Dove CR Church RD And CR 75,PRE-CONSTRUCTION,
0002040,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002040,SR 138 - Inter Improv,COMPLETED-CONSTRUCTION,"The 0.3-mile project provides a westbound left turn lane to Amherst Lane by widening SR 138 asymmetrically to the north of its current alignment. The widening would begin just east of the existing triple 8x8 box culvert at Almand Creek, and would taper out over 600-ft to provide a 12-ft left turn lane at the intersection of SR 138 and Amherst Lane. Storage for the left turn lane would measure 285-ft of full width. The widening will taper down approximately 600-ft to match the existing pavement width. Existing mountable curb will be retained along eastbound SR 138 adjacent to the existing right turn lane, and after the intersection of SR 138 and Amherst Lane. All existing pavement within the project limits will be milled and inlayed. No improvements are proposed along Amherst Lane."
0002377,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002377,The Atlanta Campaign & March To The Sea Heritage Trails,COMPLETED-CONSTRUCTION,"This project will be built using TE and local funds. This project is described as a collection of highway directional signs, a series of National Park Service-styled ""interpretive markers"", and a few small roadside ROW parking areas (where needed), along the exact or approximate transportation routes traveled by the Union and Confederate armies. These signs will dot the highways and other
roads on which Confederate President Jefferson Davis and/or various Union cavalry pursuers traveled."
0002391,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002391,SR 15/US 441 From Loop 10 North To Clarke County Line,PRE-CONSTRUCTION,
0002392,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002392,SR 20 - Widening & Reconstruction,COMPLETED-CONSTRUCTION,"Widening and reconstruction of SR 20 from just south of Samples Road/CR 80 to James Burgess Road/CR 450 for a total of 2.68 miles.  SR 20 is major east-west route connecting SR 400, I-85, and I-985.  In this section, SR 20 is currently a two lane road with a center two-way left turn lane from east of SR 400 to just north of Windermere Parkway.

The proposed construction will provide two lanes in each direction with a 44' grass median.  This section includes two, 12' travel lanes in each direction, 4' paved inside shoulders, and a 16' outside shoulder, which will include curb and gutter.  A 5' sidewalk will be provided on both sides of SR 20.

With SR 20 experiencing high traffic volumes, the widening of this section of roadway will reduce congestion and improve safety on this important east-west arterial."
0002393,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002393,SR 13 From Sugarloaf Pkwy To SR 20 In Buford,PRE-CONSTRUCTION,
0002415,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002415,Ca-Const Of Sdwlk On Glenwood Road From E Of SR 155 To CR 5197,COMPLETED-CONSTRUCTION,"This project consists of improving pedestrian access along Glenwood Road by adding new sidewalks and improving existing sidewalks along the corridor.  Wheelchair ramps will be added at driveways and intersections.  Sidewalks and crossings will be ADA compliant.
The proposed typical section consists of four eleven foot lanes with a two foot stamped concrete buffer behind twenty-four inch curb and gutter, and a five foot sidewalk."
0002525,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002525,SR 372 Spur From SR 5Bu@ Howell Br RD To SR 372 So/Ball Ground,PRE-CONSTRUCTION,"This proposed project will construct a truck bypass south of downtown Ball Ground in Cherokee County from the intersection SR 5 BU/Canton Highway and Howell Bridge Road to SR 372 near its intersection with Flatbottom Road for a total project length of 1.5 miles.  The project proposes rural and urban shoulders and includes roundabouts at a major intersection and at the bypass termini, and a bridge to maintain continuity of a local road.

CR 10/29/21"
0002626,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002626,US 41/SR 3 - Interchange Recon,COMPLETED-CONSTRUCTION,"The project consists of the reconstruction of the existing historic interchange of US 41/SR 3 at US 411/SR 61, including the reconstruction of bridges over US 411/SR 61, the reconstruction of bridges over CSX Railroad and the widening or reconstruction of the northern bridge over Pettit Creek."
0002861,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002861,Lsr 40 - Widening And Resurf,COMPLETED-CONSTRUCTION,The existing section on SR 40/E Kings Ave is a four lane undivided section.   The proposed changes would widen SR 40 to a four lane undivided urban section with a 14 foot two-way left turn lane. Five foot sidewalks are also proposed on both sides of the road. The side streets at the intersection of North and South Grove Blvd will be realigned to improve the geometrics and a traffic signal will be added.  The total project length will be 1.439 miles.
0002862,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002862,SR 20 - Widening Reconstruction,UNDER-CONSTRUCTION,¿PI 0002862 is the widening and reconstruction of SR 20 from east of SR 369 in Cherokee County to west of SR 371 in Forsyth County to six lanes (three lanes in each direction) with a 20-foot raised median and urban shoulders. Access to side roads and driveways will be controlled by Restricted Crossing U-turns (RCUTs) placed in the median; RCUT locations are shown in the layouts but may change based on preliminary design. Truck turnarounds are provided at certain RCUT locations based on the consideration of adjacent facilities that may draw tractor-trailers. The total project length is about 6.3 miles. There are no bridges or other major structures. This project begins where PI 0014133 ends with the SR 369 intersection being constructed with PI 0014133 and ends where PI 0003682 begins with the SR 371 intersection being constructed with PI 0003682.¿
0002863,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002863,SR 50/US 82 From W Of SR 45 To SR 520,PRE-CONSTRUCTION,
0002864,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002864,SR 50/US 82 From W Of SR 41 To E Of SR 41 @ Terrell CO Line,PRE-CONSTRUCTION,
0002865,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002865,SR 11/SR 107/US 319 From SR 32/Irwin To SR 206/Ben Hill,PRE-CONSTRUCTION,
0002866,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002866,SR 3 From CSX Rr To SR 3/SR 20,PRE-CONSTRUCTION,
0002868,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002868,Panola RD @ I-20 From Fairington RD To Snapfinger Woods Dr,PRE-CONSTRUCTION,"This project proposes the reconstruction of the Panola Road Interchange from an existing urban diamond interchange to a Diverging Diamond Interchange (DDI) with a full bridge replacement over I-20.  The mainline will remain an urban section and will vary from two to three 12¿ lanes with a 20¿ raised concrete median, 4¿ bike lanes, and 10¿ shoulders that include curb and gutter and 5¿ sidewalks. Intersection improvements at multiple locations within the project limits include turn lane additions."
0002869,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002869,SR 90 Passing Lanes @ Two Locations Between SR 96 To SR 208,PRE-CONSTRUCTION,
0002882,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002882,SR 155 - Operational Improvements,COMPLETED-CONSTRUCTION,"The  proposed project begins at the Spalding County lineand ends at the intersection of the I-75 northbound ramp for a total length of 5.75 miles. The project proposes to add lighting at Greenwood Industrial Pkwy. At the Hunter's Chase intersection an eastbound left turn deceleration lane is proposed to provide refuge for left turning motorists. The project proposes to flatten the crest vertical curve between Hunter's Chase and Stoney Brook Way on SR 155 to comply with AASHTO stopping sight distance guidelines and to improve access to comm. driveways. Also westbound right turn lanes will be converted between Liberty Ind Pkwy & I-75 into a throughlane and replace the right turn lane onto AvalonRd. A raised concrete island is proposed on SR 155 between I-75 NB entrance & SB exit ramps. Traffic signals, warning signs, and street name plaques will be placed throughout the corridor. The SR 155 EB left turn lane onto I-75 NB will be srtriped and marked to meet MUTCD standard   






"
0002923,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002923,SR 25/West Bay Street - Widening & Rcns,COMPLETED-CONSTRUCTION,"This project is a roadway safety improvement in Savannah, Chatham County. ARRA funds will be used to acquire right of way for this project. The project will improve SR 25 Connector/West Bay Street between West Lathrop Avenue and East Lathrop Avenue. The proposed improvements will connect the existing four-lane divided section at the west end of the project with the existing five-lane undivided section at the east end of the project. The length is approximately 1.1 miles. The proposed project includes four 12-foot travel lanes with a variable width (20' to 64') raised median that would separate eastbound and westbound traffic. Left and right turn lanes would be added or improved where appropriate. The project includes outside curb and gutter with 16-foot shoulders with five-foot wide sidewalks, constructed in compliance with (ADA) requirements. "
