Project_ID,Project_counties,Is_TIA_project,Contractor_name,TPRO_PROJ_COMPLETE_DT,Project_description,TIME_STOPPED_DATE,SUBSTL_WORK_COMPL_DATE,CONSTRUCTION_STATUS_DERIVED,Last_refresh,Project_URL,DISTRICT
M006411,Lee,No,REEVES CONSTRUCTION CO,,SR 32 - Pltmx Resurf,1733875200000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006411,2
M006412,Lowndes,No,,,SR 7 Alt From Magnolia Street To Smithbriar Drive,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006412,8
M006197,"Brooks , Thomas",No,MASSANA CONSTRUCTION INC,,Various Locations - Bridge Rehab,1727654400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006197,2
M006198,Tift,No,SOUTHERN CONCRETE CST CO,,US 82 (SR 520) - Bridge Rehab,1722384000000.0,1722384000000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006198,8
M006271,"Barrow , Walton",No,BALDWIN PAVING CO INC,,"SR 81 - Milling, Plmx Rsrf, Shoulder Rehab",,1715558400000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006271,10
M006273,McDuffie,No,,,I-20 From SR 10/US 78 To 0.17 MI W Of Greenbriar Creek,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006273,12
M006274,"Columbia , McDuffie",No,,,I-20 From 0.17 MI W Of Greenbriar Creek To 0.40 MI W Of SR 47,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006274,12
M006275,"Bulloch , Evans , Screven",No,LOUIS-COMPANY LLC,,Various Locs - Bridgee Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006275,12
M006343,Carroll,No,C W MATTHEWS CONTRACTING,,"SR 16 - Milling, Inlay, Plmx Rsrf",1688947200000.0,1687737600000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006343,3
M006344,"Coweta , Troup",No,S & D INDUSTRIAL PAINTING,,I-85/SR 403 - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006344,3
M006345,"Clayton , Fulton",No,S & D INDUSTRIAL PAINTING,,Various Locations - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006345,5
M006346,Clayton,No,SEMINOLE EQUIPMENT INC,,Various Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006346,5
M006421,Evans,No,,,SR 169 From Tattnall County Line To SR 129,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006421,12
M006422,Wayne,No,EAST COAST ASPHALT LLC,,"SR 38 - Mill, Inlay, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006422,1
M006423,Clinch,No,THE SCRUGGS COMPANY,,"SR 122 - Mill, Plmx Rsrf, Single Srfc Trt, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006423,8
M006424,Bulloch,No,REEVES CONSTRUCTION CO,,SR 73 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006424,12
M006201,"Chatham , Jeff Davis , Long",No,LOUIS-COMPANY LLC,,Various Locs - Bridge Rehab,1727654400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006201,1
M006202,"Catoosa , Floyd , Whitfield",No,MASSANA CONSTRUCTION INC,,Various Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006202,14
M006205,"Dougherty , Grady , Thomas",No,LOUIS-COMPANY LLC,,Various Locs - Bridge Preserv,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006205,2
M006206,"Meriwether , Muscogee",No,MASSANA CONSTRUCTION INC,,Various Locations - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006206,3
M006347,Cobb,No,C W MATTHEWS CONTRACTING,,"SR 5 - Mill, Inlay, Plmx Rsrf",1725062400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006347,11
M006349,Muscogee,No,OXFORD CO&ROBINSON PAVING,,"SR 1/SR 520 - Milling, Inlay, Plmx Resf",1725926400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006349,2
M006350,Muscogee,No,C W MATTHEWS CONTRACTING,,SR 22 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006350,2
M006426,Fulton,No,E R SNELL CONTRACTOR INC,,"SR 70 - Mill, Plmx Rsrf",1727654400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006426,6
M006427,Fulton,No,BALDWIN PAVING COMPANY,,"SR 42 Conn Eb And Wb - Mill, Inlay, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006427,5
M006428,Clayton,No,C W MATTHEWS CONTRACTING,,SR 85 - Resurf & Maint,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006428,5
M006429,"Habersham , White",No,PITTMAN CONSTRUCTION CO,,SR 255 - Pltmx Resurf,1735171200000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006429,9
M006207,"Bibb , Houston , Monroe",No,THE TRUESDELL CORPORATION,,Various Loc - Bridge Prev,1715126400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006207,2
M006208,All Counties,No,MASSANA CONSTRUCTION INC,,Various Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006208,1
M006209,All Counties,No,MASSANA CONSTRUCTION INC,,Various Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006209,1
M006210,"Brantley , Charlton , Glynn",No,THE TRUESDELL CORPORATION,,Various Locations - Bridge Rehab,1734134400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006210,1
M006351,"Harris , Muscogee",No,C W MATTHEWS CONTRACTING,,"SR 85 - Mill, Inlay, Plmx Rsrf",1725062400000.0,1724976000000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006351,3
M006352,Bibb,No,C W MATTHEWS CONTRACTING,,SR 247 - Pltmx Resurf,1709078400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006352,8
M006352,Bibb,No,C W MATTHEWS CONTRACTING,,SR 247 - Pltmx Resurf,1709078400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006352,2
M006353,Troup,No,C W MATTHEWS CONTRACTING,,"US 27/SR 1 - Milling, Inlay & Plmx Resf",1711843200000.0,1711843200000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006353,3
M006354,"Greene , Laurens , Newton , Richmond",No,S & D INDUSTRIAL PAINTING,,Various Locs - Bridge Prev,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006354,10
M006355,"Columbia , Laurens , Treutlen",No,OLYMPUS PAINTING CONTRACT,,I-16/SR 404 & I-20/SR 402 - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006355,12
M006430,Chattooga,No,C W MATTHEWS CONTRACTING,,US 27/SR 1 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006430,14
M006431,Cherokee,No,,,SR 108 From SR 20 To SR 140,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006431,11
M006432,Bibb,No,,,SR 19 From SR 3 To SR 247 & SR 19Ea From SR 19 To SR 19,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006432,2
M006433,"Morgan , Oglethorpe",No,COMANCHE CST OF GA LLC,,SR 10 & SR 83 - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006433,10
M006214,Chatham,No,C W MATTHEWS CONTRACTING,,SR 26 - Milling & Plxm Resf,,1708300800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006214,1
M006216,Chatham,No,REEVES CONSTRUCTION CO,,SR 204 - Pltmx Resurf,1714694400000.0,1717977600000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006216,1
M006285,Fulton,No,C W MATTHEWS CONTRACTING,,"SR 3 - Milling, Inlay, Plmx Rsrf",,1684108800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006285,5
M006289,Fulton,No,BALDWIN PAVING COMPANY,,SR 139 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006289,5
M006289,Fulton,No,BALDWIN PAVING COMPANY,,SR 139 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006289,6
M006356,"Chatham , Long , Wayne",No,,,SR 23 @Altamaha Rvr &SR 30 @CSX #937669N-Bridge Preservation,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006356,1
M006357,"Harris , Muscogee",No,,,I-185 @ 9 Locs In Harris & Muscogee CO - Bridge Preservation,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006357,2
M006357,"Harris , Muscogee",No,,,I-185 @ 9 Locs In Harris & Muscogee CO - Bridge Preservation,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006357,3
M006359,"Bartow , Cherokee",No,LOUIS-COMPANY LLC,,Various Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006359,11
M006361,Clayton,No,E R SNELL CONTRACTOR INC,,"SR 54 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006361,13
M006361,Clayton,No,E R SNELL CONTRACTOR INC,,"SR 54 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006361,5
M006413,Thomas,No,,,SR 38 From SR 3 To CR 34/Gatlin Creek Road,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006413,2
M006414,"Clarke , Walton",No,THE L C WHITFORD CO INC,,Var Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006414,10
M006415,Clinch,No,REAMES & SON CST CO INC,,SR 38 And SR 38 We - Pltmx Resurf,1730246400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006415,8
M006416,Montgomery,No,MCLENDON ENTERPRISES INC,,"SR 15 - Mill, Inlay, Plmx Rsrf",1730332800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006416,12
M006218,Glynn,No,EAST COAST ASPHALT LLC,,SR 25 - Pltmx Resurf,1731283200000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006218,1
M006221,Camden,No,EAST COAST ASPHALT LLC,,"SR 25 - Mill, Inlay, Plmx Rsrf",1725580800000.0,1727308800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006221,1
M006291,Clayton,No,,,SR 3 Conn From SR 3 To N Of CR 392/Upper Riverdale Road,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006291,5
M006292,DeKalb,No,C W MATTHEWS CONTRACTING,,SR 155 - Pltmx Resurf,,1680220800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006292,13
M006292,DeKalb,No,C W MATTHEWS CONTRACTING,,SR 155 - Pltmx Resurf,,1680220800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006292,4
M006362,Cobb,No,C W MATTHEWS CONTRACTING,,"SR 120 - Milling, Inlay, Plmx Resf",1706054400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006362,11
M006363,Fulton,No,PITTMAN CONSTRUCTION CO,,"SR 236 - Mill, Inlay, Plmx Rsrf",1727654400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006363,5
M006363,Fulton,No,PITTMAN CONSTRUCTION CO,,"SR 236 - Mill, Inlay, Plmx Rsrf",1727654400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006363,6
M006364,"Atkinson , Coffee",No,EAST COAST ASPHALT LLC,,SR 135 - Pltx Resurf,1712793600000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006364,8
M006417,Montgomery,No,MCLENDON ENTERPRISES INC,,"SR 56 - Mill, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006417,12
M006418,Candler,No,SIKES BROTHERS INC,,"SR 129 - Mill, Inlay, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006418,12
M006293,DeKalb,No,E R SNELL CONTRACTOR INC,,SR 141 - Pltmx Rehab,1707004800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006293,5
M006293,DeKalb,No,E R SNELL CONTRACTOR INC,,SR 141 - Pltmx Rehab,1707004800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006293,4
M006295,"Columbia , McDuffie , Richmond",No,MASSANA CONSTRUCTION INC,,I-20/SR 402- Bridge Prev,1722384000000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006295,12
M006296,"Morgan , Newton , Taliaferro",No,THE TRUESDELL CORPORATION,,I-20/SR 402 - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006296,13
M006298,"Cobb , Fulton",No,E R SNELL CONTRACTOR INC,,"I-285/SR 407 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006298,7
M006298,"Cobb , Fulton",No,E R SNELL CONTRACTOR INC,,"I-285/SR 407 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006298,6
M006366,Richmond,No,REEVES CONSTRUCTION CO,,North Past Lumpkin RD To Pavement Joint Intersection SR 10,1720742400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006366,12
M006368,"Dawson , Forsyth",No,C W MATTHEWS CONTRACTING,,US 19/SR 400 - Pltmx Resurf,1720483200000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006368,7
M006370,"Pierce , Wayne",No,EAST COAST ASPHALT LLC,,"SR 38 - Milling, Inlay, Plmx Resf",1711843200000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006370,1
M006419,Telfair,No,GRIFFIN GRADING &CONCRETE,,SR 117 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006419,8
M006420,Telfair,No,EAST COAST ASPHALT LLC,,SR 27 - Pltmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006420,8
M006227,Muscogee,No,C W MATTHEWS CONTRACTING,,"SR 22 Spur -  Milling, Inlay, Plmx Rsrf, Construction Of A Bridge",,1729296000000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006227,2
M006229,Dougherty,No,GRIFFIN GRADING &CONCRETE,,"SR 91 - Mill, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006229,2
M006232,Richmond,No,REEVES CONSTRUCTION CO,,"SR 10 - Mill, Inlay, Plmx Rsrf",1696032000000.0,1696032000000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006232,12
M006302,Gordon,No,NORTHWEST GA PAVING INC,,"SR 53 Old - Mill, Inlay, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006302,11
M006373,"Camden , Charlton",No,THE SCRUGGS COMPANY,,SR 252 -Plmx  Resurf,1730332800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006373,1
M006374,Evans,No,MCLENDON ENTERPRISES INC,,SR 73 - Pltmx Resurf,1727654400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006374,12
M006376,Polk,No,NORTHWEST GA PAVING INC,,"SR 1 - Mill, Plmx Rsrf, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006376,14
M006377,Floyd,No,C W MATTHEWS CONTRACTING,,SR 1 Loop - Pltmx Resurf,1738281600000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006377,14
M006166,Dade,No,TALLEY CST CO INC,,I-24/SR 409 - Plantmx Resurf,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006166,14
M006167,"Cherokee , Cobb",No,C W MATTHEWS CONTRACTING,,"I-575/SR 417 - Mill, Inlay, Plmx Rsrf",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006167,11
M006310,Camden,No,M & J CST PINELLAS COUNTY,,I-95/SR 405 (Sb & Nb) - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006310,1
M006311,Bryan,No,THE L C WHITFORD CO INC,,I-95/SR 405 & US 17/SR 25 - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006311,1
M006312,Liberty,No,THE L C WHITFORD CO INC,,I-95/SR 405 Nbl/Sbl - Bridge Rehab,1715558400000.0,1715472000000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006312,1
M006313,Fulton,No,MASSANA CONSTRUCTION INC,,Various Locs - Bridge Rehab,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006313,5
M006314,Warren,No,THE L C WHITFORD CO INC,,Various Locs - Bridge Rehab,1732320000000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006314,12
M006315,"Dooly , Houston , Monroe , Peach",No,S & D INDUSTRIAL PAINTING,,Various Locs- Bridge Prev,1711843200000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006315,2
M006378,"Floyd , Walker",No,S & D INDUSTRIAL PAINTING,,Various Locs - Bridge Rehab,1730332800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006378,14
M006379,Appling,No,THE SCRUGGS COMPANY,,"SR 203/SR 121 - Mill, Plmx Rsrf, Shoulder Rehab",1709078400000.0,1709078400000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006379,1
M006380,Effingham,No,REEVES CONSTRUCTION CO,,SR 17 - Pltmx Resurf,1721260800000.0,1721260800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006380,1
M006381,"Clayton , Fulton",No,,,I-75 From Cw Grant Pkwy/Clayton To NS #926230L/Fulton,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006381,5
M006168,Towns,No,,,SR 2/US 76 From Hiawassee River To Rabun County Line,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006168,9
M006169,Towns,No,,,SR 2/US 76 From SR 515 To Hiawassee River,,,PRE-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006169,9
M006239,Jefferson,No,PITTMAN CONSTRUCTION CO,,"SR 88/SR 540 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",1705968000000.0,1705968000000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006239,12
M006240,Washington,No,PITTMAN CONSTRUCTION CO,,SR 540/SR 24 - Pltmix Resurf,1701388800000.0,1701388800000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006240,12
M006242,Richmond,No,BEAMS CONTRACTING INC,,"US 25/SR 121 - Mill, Inlay, Plmx Rsrf, Shoulder Rehab",,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006242,12
M006316,Muscogee,No,S & D INDUSTRIAL PAINTING,,Var Locs - Bridge Preserv,,,UNDER-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006316,3
M006317,"Cook , Lowndes , Tift",No,S & D INDUSTRIAL PAINTING,,I-75/SR 401 - Bridge Rehab,1727740800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006317,8
M006318,Hall,No,C W MATTHEWS CONTRACTING,,"SR 11 - Mill, Plmx Rsrf, Shoulder Rehab",1700611200000.0,1700611200000.0,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006318,9
M006319,Clarke,No,C W MATTHEWS CONTRACTING,,"SR 15 Alt - Mill, Inlay, Plmx Rsrf",1698710400000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006319,10
M006382,Cobb,No,TRP CST GROUP LLC,,I-75/SR 401 - Pvmt Marking Upgrades,1726444800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006382,6
M006382,Cobb,No,TRP CST GROUP LLC,,I-75/SR 401 - Pvmt Marking Upgrades,1726444800000.0,,COMPLETED-CONSTRUCTION,1743429330000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006382,11
